32,22,1
32,111,5
32,1956,10
32,2342,5
32,3031,4
32,3147,2
32,3358,1
33,162,10
33,318,6
33,742,1
33,1600,4
33,2353,4
33,3775,4
33,3907,4
34,876,8
34,1221,4
34,1627,6
34,1743,3
34,2140,8
35,2005,8
36,195,6
36,449,4
36,1010,5
36,1636,6
36,2269,7
36,3240,9
36,3337,3
36,3839,6
36,3846,3
37,2606,3
37,2778,6
37,3980,3
38,749,1
38,2110,7
38,3566,8
39,353,2
39,2311,8
39,2634,1
39,2638,10
39,2735,10
39,2872,3
39,3251,5
40,858,10
40,1050,3
40,1972,7
40,2025,8
40,2655,7
40,3523,8
41,183,9
41,1234,3
41,2135,6
41,2306,5
41,2488,10
41,2546,1
41,2561,10
41,2680,2
41,2855,9
41,3373,8
42,156,3
42,528,2
42,668,2
42,1259,4
42,3442,8
42,3678,10
43,791,10
43,1043,4
43,1354,1
43,3846,4
44,328,7
44,463,3
44,467,6
44,2567,3
44,3044,4
44,3417,1
45,483,1
45,635,4
45,918,7
45,3207,1
45,3366,6
45,3423,8
45,3680,10
46,528,10
46,607,6
46,951,9
46,1379,4
46,1840,7
46,2305,6
46,3599,9
46,3608,5
46,3779,9
47,1783,3
47,2198,2
47,3035,2
47,3374,3
47,3451,9
48,138,6
48,232,10
48,1916,6
48,2432,3
49,285,2
49,575,3
49,1407,10
50,1150,5
50,1314,2
50,1693,8
50,3165,6
51,1166,10
51,1217,7
51,2341,6
51,2497,9
51,2503,5
51,3278,5
52,27,5
52,429,6
52,636,4
52,2854,8
52,3129,6
52,3428,4
53,466,8
53,870,9
53,1895,6
53,2636,6
53,3757,3
54,2307,1
54,3514,5
55,533,1
55,3073,4
55,3901,1
56,738,3
56,962,3
56,1952,3
56,2869,10
56,2874,5
56,2922,2
57,1031,7
57,1822,9
57,2487,5
57,2519,7
57,3762,10
58,593,1
58,698,3
58,1570,7
58,2146,3
58,2608,4
58,2612,7
58,3072,9
58,3757,9
58,3902,4
59,374,3
59,390,10
59,436,3
59,904,10
59,1300,9
59,1518,6
59,2887,5
60,1445,8
60,1661,10
60,1957,10
60,2940,2
60,3147,6
61,499,1
61,1142,5
61,2027,1
61,2098,2
61,2349,5
62,197,5
62,246,3
62,1894,7
62,2392,6
62,3593,6
62,3643,2
63,184,8
63,1307,8
63,1374,5
63,2710,10
63,2795,5
64,100,5
64,349,5
64,598,9
64,2875,3
64,3791,9
65,3247,10
66,1711,9
66,2349,3
66,2662,5
67,1028,10
67,1757,4
67,1924,2
67,3447,4
67,3523,2
68,41,1
68,911,10
68,1438,4
68,1538,9
68,1762,3
69,117,5
69,340,10
69,1579,9
69,2109,3
69,2252,8
69,2367,4
69,2916,7
69,3424,2
70,199,2
70,1262,8
70,1718,3
70,1799,7
71,514,2
71,537,2
71,1297,2
71,1315,4
71,1448,9
71,1723,6
71,3575,1
72,671,5
72,953,2
72,1057,8
72,2245,4
73,689,8
73,723,2
73,728,1
73,736,10
73,785,9
73,1116,3
73,1436,1
73,1888,8
73,2398,2
73,2773,7
74,2012,7
74,2118,1
74,3109,4
74,3322,7
75,62,1
75,609,9
75,1781,10
75,2187,6
75,2322,6
75,2609,1
75,2751,7
75,3411,4
76,825,1
76,2941,2
77,481,10
77,525,3
77,2241,5
77,3007,3
77,3556,6
78,1003,8
79,130,3
79,1288,9
79,1909,1
79,2207,5
79,2271,10
79,3101,9
79,3132,3
80,720,7
80,891,1
80,1706,3
80,1735,4
81,178,3
81,529,1
81,1756,4
81,2167,7
81,3006,2
82,520,7
82,1614,7
82,1763,6
83,1257,8
83,1384,4
84,690,8
84,2179,10
84,3016,3
84,3032,4
84,3879,3
85,50,5
85,891,6
85,1637,8
85,2403,2
85,2537,8
85,3807,2
86,364,9
86,586,7
86,2957,8
86,3995,1
87,429,10
87,578,7
87,1217,1
88,854,3
89,70,10
89,125,10
89,1398,9
89,1455,9
89,1679,4
89,1772,8
89,2025,9
89,2057,3
89,2914,6
89,2946,1
89,3148,9
90,1800,8
90,1844,2
90,1912,6
90,2922,9
90,3083,5
90,3214,5
90,3244,3
91,226,6
91,246,8
91,349,3
91,1320,6
91,1377,2
91,2004,6
91,2044,8
91,2061,10
92,160,5
92,1296,4
92,1839,3
92,2522,9
92,2763,5
93,41,3
93,1089,1
93,1399,8
93,1532,7
93,1598,2
93,3097,1
94,236,9
94,794,6
94,831,5
94,2277,4
94,2711,10
94,2844,10
94,3315,10
94,3984,8
95,207,8
95,953,8
96,3211,4
96,3271,7
97,1997,9
97,2967,2
98,514,1
98,1057,3
98,2305,6
98,2770,3
98,2896,2
98,3743,6
99,79,7
99,494,7
99,1163,2
99,3790,4
100,1268,4
100,1340,7
100,1544,8
100,2579,3
100,3038,4
100,3917,1
101,409,6
101,1442,1
101,3530,7
102,472,2
102,767,4
102,1950,7
102,3456,6
102,3651,8
102,3763,5
102,3851,2
103,246,7
103,898,2
103,1396,4
103,2565,9
103,3470,5
103,3883,7
104,930,9
104,1182,2
104,1347,3
104,1530,6
104,1794,6
104,2754,7
104,3308,7
105,896,3
106,605,6
106,730,7
106,1340,7
107,1282,8
107,1329,8
107,3434,4
108,65,2
108,1088,9
108,3803,5
109,971,7
109,1027,3
109,3839,7
110,99,9
110,1445,3
110,3118,1
110,3297,9
110,3841,9
111,835,4
111,1559,6
111,1794,2
111,2781,3
111,3174,9
111,3639,6
112,799,5
112,1024,5
112,1816,6
112,3445,8
112,3575,8
113,981,10
113,1000,2
113,1371,3
113,2203,2
113,2379,9
113,2759,3
113,3068,5
114,2269,10
114,2370,10
114,2387,6
115,520,3
115,1271,10
116,637,7
116,1007,2
116,1507,10
116,3833,2
117,3702,5
118,1180,2
118,1636,4
118,2189,5
118,2520,9
119,82,7
119,226,10
119,516,4
119,1001,3
119,2662,8
120,924,3
120,1186,7
120,1268,7
120,1354,8
120,1750,5
120,1859,7
120,2527,1
120,2569,3
120,3170,3
120,3698,2
120,3795,6
121,189,8
121,421,8
121,644,9
121,1248,4
121,1308,10
121,1796,1
121,2896,5
121,3685,2
121,3718,6
122,776,5
122,982,6
122,1362,3
122,1527,4
122,1593,9
123,1003,7
123,2416,8
123,3870,1
124,286,2
124,1053,10
124,1757,3
124,3557,8
125,791,10
125,1827,5
125,1861,8
125,2940,2
125,3018,7
125,3395,3
125,3499,1
125,3839,4
126,120,10
126,233,4
126,1174,9
126,1436,8
126,1939,6
126,2741,5
126,3893,1
127,381,9
127,900,2
127,1030,4
127,3469,7
127,3754,7
128,1139,1
128,1143,1
128,2004,8
128,2658,9
129,685,10
129,2526,4
129,3843,8
130,90,10
130,516,1
130,663,4
130,1456,9
130,2032,4
130,2342,8
130,2978,4
130,3381,3
130,3612,2
131,473,4
131,1032,4
131,1390,2
131,2846,4
131,3185,5
131,3929,1
132,288,8
132,1105,7
132,2945,5
132,3496,4
133,981,8
133,1900,6
133,2108,6
133,2197,2
133,3561,3
134,61,2
134,161,10
134,884,4
134,1883,1
134,2352,7
134,2611,6
134,3924,3
135,450,1
135,1290,9
135,2277,2
135,2610,1
135,3561,5
135,3741,9
136,2037,10
136,3007,7
136,3429,3
136,3769,4
137,760,3
137,2670,1
138,2358,2
138,2821,10
138,3116,8
138,3807,6
139,699,6
139,1568,8
139,2261,5
139,3368,10
139,3476,1
139,3659,3
140,484,4
140,1588,9
140,1804,1
140,2123,2
140,2676,2
140,3923,8
141,15,2
141,348,7
141,1230,1
141,1673,10
141,1868,9
141,1916,1
141,2710,1
141,2950,5
142,645,5
142,821,5
142,924,8
142,1727,4
142,2268,6
142,3682,2
143,1423,10
143,1586,10
143,1732,3
143,1900,6
143,2489,6
143,2662,5
143,3218,2
143,3559,6
144,708,8
144,2266,10
144,2282,6
144,3055,2
144,3654,7
144,3959,3
145,99,7
145,561,7
145,1407,7
145,1617,5
145,3293,8
145,3575,1
146,1706,2
146,1891,5
146,2745,1
147,251,3
147,309,5
147,425,3
147,715,9
147,827,6
147,871,1
147,2556,2
148,2309,3
148,2758,7
148,3047,10
149,667,7
149,1040,6
149,2566,10
150,44,10
150,54,10
150,353,8
150,1203,5
150,2658,9
150,3564,4
151,99,4
151,706,1
151,1175,4
151,2288,4
151,2668,8
151,3712,7
152,946,3
152,1975,8
152,2838,7
152,2944,2
152,3167,2
152,3248,7
152,3740,8
153,25,9
153,611,7
153,793,9
153,1151,2
153,1483,7
153,1518,7
153,1698,9
153,1979,1
154,545,8
154,1386,3
154,1432,8
154,1434,4
154,3310,8
154,3340,8
155,1418,2
155,2454,8
155,2801,4
155,3266,8
155,3498,4
156,1012,10
156,1131,10
156,1397,6
156,1988,9
156,2604,5
157,120,7
157,135,5
157,1074,1
157,2101,3
157,2904,6
157,3663,4
158,243,10
158,850,9
158,1149,10
158,2506,9
158,2770,6
158,3129,6
158,3146,7
158,3569,9
159,778,1
159,1013,7
159,1047,2
159,2572,7
159,2716,10
159,3402,10
160,93,8
160,2205,1
160,2673,1
161,432,5
161,2254,7
161,3507,4
161,3869,10
162,937,8
162,2965,9
163,21,7
163,619,8
163,816,4
163,1009,9
163,1836,7
163,2006,6
163,3867,5
164,44,10
164,1069,5
164,1291,4
164,2610,10
164,3678,1
165,816,3
165,1128,10
165,1458,6
166,818,9
166,1394,2
166,2253,6
166,2373,7
166,2563,8
167,475,2
167,905,9
167,976,9
167,1013,6
167,1201,5
167,2672,6
167,3723,7
168,33,5
168,244,10
168,493,8
168,3229,5
169,1090,3
169,1389,10
169,2389,7
170,754,4
170,1398,7
170,1403,7
170,1677,8
170,1960,9
170,2213,7
170,2234,3
170,3903,9
171,668,4
171,773,5
171,966,5
171,2170,10
171,2519,7
171,3862,4
172,239,1
172,419,9
172,845,10
172,1440,7
172,2345,8
172,2546,2
172,2549,7
172,2735,8
172,3383,6
173,260,8
173,1967,2
173,2536,5
173,3886,2
174,274,8
174,480,8
174,1481,10
174,2298,3
174,2365,6
174,2588,8
174,2981,4
174,3639,6
174,3649,8
175,547,5
175,584,2
175,907,9
175,1311,8
175,3720,5
175,3849,2
176,80,9
176,1222,6
176,1275,1
176,3787,8
177,1947,4
177,2058,10
177,2335,3
177,2813,3
178,845,2
178,962,7
178,3564,8
179,573,5
179,1408,6
179,2749,4
179,3726,9
179,3990,6
180,621,7
180,1123,3
180,1278,1
180,1844,4
180,2001,2
180,2213,7
180,2703,5
180,2821,8
180,2846,7
181,973,3
182,883,5
182,951,6
182,2411,6
182,2681,5
182,2713,3
182,2870,7
182,2901,9
183,786,4
183,1274,1
183,1882,10
183,2067,1
183,2404,5
183,2999,1
183,3643,5
184,1548,5
184,1749,9
184,1883,3
184,2416,8
184,3158,9
184,3627,4
185,1226,4
185,1351,5
185,2003,4
185,2831,1
185,2864,4
186,1417,9
186,1701,4
186,3338,6
186,3596,1
187,1084,10
187,2987,9
187,3295,1
188,484,6
188,610,4
188,736,7
188,925,1
188,1232,6
188,3522,2
189,882,3
189,963,2
189,1053,8
189,1512,3
189,3397,10
190,50,2
190,316,2
190,425,8
190,2471,3
190,2648,2
191,1140,4
191,1222,6
191,2167,3
191,2328,5
191,2406,6
191,2832,3
191,3149,10
192,110,5
192,1605,5
192,1843,7
192,2117,7
192,3107,8
192,3961,10
193,500,10
193,663,7
193,2031,3
193,2686,8
193,3246,3
194,560,7
194,1185,2
194,1852,1
194,3699,3
195,890,6
195,1008,4
195,2016,6
196,3528,7
197,425,3
197,467,2
197,2395,7
197,3711,10
197,3731,4
198,896,1
198,2633,5
198,2707,7
199,157,1
199,540,2
199,871,1
199,1088,10
200,480,1
200,2264,3
200,2445,9
200,2977,5
200,3667,3
200,3788,3
201,32,10
201,151,4
201,983,2
202,1179,5
202,1537,5
202,2683,2
202,2732,2
202,2974,9
202,3063,4
203,1694,1
203,2259,2
203,2443,5
204,856,2
204,1333,10
204,2117,8
204,3231,3
204,3934,2
205,519,2
205,611,7
205,1452,1
205,2110,7
205,2795,9
205,3274,5
205,3776,7
206,332,9
206,1990,8
206,2315,10
206,3015,5
206,3339,4
207,2693,1
207,3103,5
207,3581,1
207,3656,5
208,458,8
208,1203,1
208,2492,1
208,2912,1
208,3831,8
209,1068,2
209,1809,3
209,3641,10
209,3808,3
210,3253,2
210,3340,7
211,35,4
211,896,8
211,1529,6
211,1919,5
211,3201,2
211,3230,5
211,3489,6
211,3641,6
212,144,1
212,1094,2
212,1307,5
212,1765,9
213,944,10
213,1200,8
213,1300,5
213,1303,10
213,1408,1
213,3278,8
213,3984,1
214,468,7
214,3938,10
215,743,6
215,1016,5
215,1253,7
215,2472,2
215,2981,1
215,3277,8
216,196,8
216,2343,9
216,2666,5
217,2893,10
217,3002,6
218,462,7
218,705,1
218,792,6
218,1447,5
218,1549,6
218,1844,7
218,2632,7
218,2960,3
219,2435,3
219,2811,4
220,722,4
220,2121,7
220,3921,7
221,928,6
221,1435,9
221,1984,5
221,2356,1
221,2773,8
221,3125,8
222,396,4
222,3715,2
223,1912,8
224,41,2
224,769,8
224,932,1
224,1205,2
224,1865,8
224,2251,5
224,3541,7
225,984,10
225,1222,2
225,2290,4
225,3026,9
225,3494,6
226,1723,1
226,2108,6
227,717,3
227,1705,8
227,2279,4
227,2910,5
227,3263,7
227,3739,6
227,3803,2
228,149,8
228,499,2
228,3348,9
228,3846,10
229,1023,10
229,1443,1
229,3240,2
229,3397,5
229,3805,1
230,352,5
230,1900,5
231,431,5
231,3392,5
231,3900,1
232,547,6
232,1680,8
232,1867,7
232,2750,8
233,244,3
233,3364,3
234,761,1
234,1245,5
234,3089,8
235,413,9
235,654,6
235,859,3
235,1569,5
235,1713,7
236,192,6
236,296,7
236,1742,4
236,1754,9
236,1974,9
236,2585,4
236,2590,6
236,2843,9
236,3361,8
237,8,4
237,1519,3
237,2573,7
237,2775,7
237,3162,5
237,3980,10
238,404,9
238,831,10
238,1226,3
238,1610,1
238,2289,2
238,2338,2
238,2401,1
238,2813,6
239,30,2
239,169,1
239,776,7
239,1250,2
239,1326,3
239,2122,5
239,3898,7
240,446,1
240,2515,6
240,2674,4
240,3788,7
241,1218,6
241,3244,10
241,3797,2
242,165,3
242,463,1
242,1854,1
242,2310,8
243,327,2
243,576,5
243,608,9
243,3370,9
244,1339,3
245,45,5
245,211,10
245,802,4
245,1568,10
245,2075,9
245,2255,7
245,2759,6
246,480,5
246,1330,8
246,1629,1
246,3849,1
247,1161,8
247,2640,10
248,114,3
248,228,1
248,1156,1
248,1285,2
248,1467,9
248,2134,4
248,2719,9
248,3351,3
249,90,10
249,1172,8
249,1365,10
249,1376,10
249,1456,1
249,2602,8
249,2706,6
249,3009,1
249,3184,7
250,394,10
250,1292,8
250,3606,10
251,549,2
251,1207,10
251,1287,7
251,1752,2
251,3065,6
251,3357,9
251,3559,6
252,1451,6
252,2028,4
252,2053,7
252,2439,9
252,2651,2
252,3025,5
252,3818,4
253,1052,4
253,3178,10
253,3870,1
254,835,1
254,1332,7
254,3491,9
255,2692,3
255,2892,5
255,2996,4
256,242,10
256,383,3
256,1268,1
256,1769,1
256,3293,1
256,3837,9
257,1,1
257,1234,2
257,1636,10
257,1886,3
257,2164,1
257,2867,9
257,3642,3
258,154,10
258,187,4
258,1705,8
258,2445,7
258,3865,6
259,146,6
259,1829,9
259,3012,9
260,1433,3
260,2212,1
260,2823,6
260,3941,3
261,47,4
261,140,2
261,1902,4
261,3281,6
261,3641,2
261,3837,6
262,2224,2
262,3007,4
262,3638,1
263,297,5
263,1032,3
263,1808,9
263,1954,8
263,2270,10
263,3052,9
263,3967,5
264,2280,1
264,2714,5
264,3746,8
264,3936,4
265,738,2
265,1750,4
265,3632,7
266,428,1
266,756,8
266,1365,5
267,2001,6
267,3156,4
268,2296,2
268,2422,2
268,3670,5
269,822,10
269,844,4
269,856,8
269,1235,10
269,2029,4
269,3341,8
269,3896,2
270,944,9
270,1065,9
270,1892,4
270,2074,5
270,2418,10
271,398,6
271,712,10
271,1588,2
271,2336,4
271,2536,6
271,3885,2
272,3982,8
273,133,9
273,1158,7
273,2229,6
273,2416,7
274,214,9
274,444,1
274,1464,1
274,3354,10
275,1063,10
275,1343,4
275,2707,10
275,2972,5
276,839,4
276,2120,7
277,24,7
277,666,7
277,1774,10
277,1995,6
277,2278,1
277,2355,1
277,2960,8
278,738,6
278,931,5
278,1966,4
278,2042,7
278,2112,1
279,15,7
279,390,1
279,1338,7
279,1399,4
279,2897,7
280,404,2
280,1398,4
280,1679,1
280,1761,8
280,2663,5
280,3274,1
281,517,8
281,661,8
281,1282,9
281,3476,4
282,1051,5
282,1364,2
282,1957,8
282,2171,5
282,3462,10
283,719,7
283,2220,5
283,2691,6
283,2861,6
283,3056,7
283,3278,10
284,1072,6
284,1893,7
284,1951,9
285,109,1
285,1306,9
285,1527,4
285,1623,3
285,1854,10
285,2232,7
285,2619,1
285,2840,7
285,3065,1
285,3364,9
285,3733,3
286,123,1
286,1489,6
286,3047,6
287,582,10
287,720,9
287,1736,5
287,1843,1
287,2006,6
288,299,8
288,1272,9
288,2214,7
288,2528,10
288,2594,10
288,3210,2
288,3555,9
288,3775,10
289,863,8
290,385,6
290,1770,10
290,2839,4
290,3176,6
290,3293,3
290,3388,6
291,1237,8
291,1326,8
291,1513,6
291,3495,10
292,361,5
292,1326,2
292,2260,6
292,2693,8
292,2730,5
292,2777,4
292,3686,8
292,3806,3
293,1686,2
293,1777,1
293,3063,5
293,3984,6
294,303,2
294,1033,3
294,1712,7
294,2184,5
294,2205,2
294,3857,6
295,671,6
295,1862,9
295,2699,8
295,3022,4
295,3650,7
295,3863,9
296,373,5
296,546,1
296,846,2
296,932,10
296,2116,4
297,359,5
297,1118,4
297,1277,8
297,2508,2
298,67,2
298,2621,2
298,3287,9
298,3492,8
298,3773,10
299,1385,8
299,3568,8
300,132,10
300,469,4
300,541,3
300,1057,4
300,1446,10
300,2626,1
300,3518,10
300,3755,3
301,338,10
301,2921,4
301,3254,6
301,3469,9
302,6,10
302,465,6
302,2084,5
302,2254,6
302,2857,10
302,3205,3
303,1309,1
303,1869,5
303,2154,5
303,2780,1
303,3685,3
303,3946,1
303,3973,10
304,2,6
304,339,9
304,971,7
304,1879,9
304,2206,6
305,422,7
305,2925,7
305,3321,10
306,86,3
306,1916,2
306,2393,1
307,789,7
307,1722,1
307,3597,9
308,2077,8
308,2743,2
308,3128,1
309,840,8
309,1113,6
309,1127,10
310,314,1
310,3210,4
310,3584,2
311,1009,10
311,3815,2
311,3907,5
312,451,1
312,1396,4
312,1588,6
312,2627,3
313,733,4
313,1092,10
313,3329,2
313,3417,4
314,416,3
314,1639,8
314,2080,3
314,2463,9
314,3405,2
315,490,6
315,870,7
315,1470,8
315,3566,3
316,1490,5
316,1730,7
316,2688,4
316,2878,2
316,3283,8
317,232,8
317,290,2
317,531,5
317,777,3
317,1160,1
317,2234,9
318,181,10
318,2801,1
318,3044,6
319,1496,7
319,2158,4
319,2412,3
319,3912,5
319,3959,1
320,34,8
320,255,4
320,1610,8
321,520,7
321,1873,3
321,2229,5
321,3690,9
322,37,5
322,536,7
322,1175,8
322,1368,7
322,2524,8
322,3234,5
322,3289,4
323,747,8
323,879,8
323,1021,2
323,1711,7
323,1777,9
323,1930,6
323,2815,3
323,3288,5
324,1200,1
324,3744,10
325,590,7
325,795,3
325,1820,8
325,2341,1
325,3085,6
325,3962,4
326,447,1
326,901,10
327,225,6
327,263,5
327,342,8
327,2033,9
327,2287,3
327,2345,10
327,2705,8
327,3106,2
327,3670,8
327,3694,7
328,801,3
328,1467,8
328,1677,10
329,562,9
329,1228,3
329,1366,1
329,2609,9
330,1802,3
330,3798,2
331,257,8
331,635,6
331,637,10
331,807,1
331,1115,6
332,3314,9
332,3336,2
332,3540,10
332,3811,4
333,502,5
333,1119,6
333,1641,10
333,2422,6
333,2626,4
333,2637,5
333,2805,6
333,3247,5
334,1207,2
334,1504,4
334,2700,4
334,2896,5
334,3813,10
335,24,6
335,309,5
335,446,5
335,1085,9
335,1664,2
335,1912,10
335,2531,4
335,2547,7
335,3250,9
336,714,1
336,1659,7
336,2313,4
336,2412,10
337,1210,4
337,1832,6
338,11,10
338,257,9
338,425,4
338,568,2
338,792,1
338,1936,1
338,2922,10
338,3603,5
339,849,4
339,1339,1
339,1700,3
339,1729,2
339,1986,1
339,2403,7
339,3459,2
340,623,3
340,780,4
340,1548,1
340,1721,6
340,1838,4
340,2136,2
340,2750,7
341,121,1
341,643,7
342,576,5
342,1162,1
342,1213,8
342,1847,9
342,2287,4
342,2421,2
342,3220,8
343,1663,8
343,3139,7
344,851,5
344,1002,1
344,1984,6
345,959,5
345,1334,10
345,1355,1
345,1593,3
345,2988,9
346,1959,1
346,2342,4
346,3316,4
346,3752,8
347,992,5
347,1043,2
347,1504,5
347,1528,8
347,2161,5
347,2249,10
347,2676,2
347,2829,10
347,3947,2
348,1492,8
348,2628,3
349,1332,10
349,1787,7
349,1835,1
349,2137,3
349,2464,1
349,2555,6
350,87,8
350,490,5
350,1025,9
350,1954,6
350,1998,6
350,2158,1
350,2403,5
350,2671,7
350,2897,8
350,3034,10
350,3159,6
350,3818,7
350,3902,10
351,646,1
351,1528,8
351,2104,5
351,2569,10
351,3423,3
351,3547,7
352,925,9
352,1906,1
352,3121,8
353,105,8
353,179,9
353,583,4
353,586,7
353,2357,1
353,2776,8
354,499,10
354,1689,8
354,2430,3
354,2707,2
355,60,2
355,159,6
355,1043,6
355,1149,9
355,2856,6
355,3605,6
355,3756,9
356,391,1
356,490,8
356,717,6
356,1562,7
356,2131,6
356,3268,5
357,1746,7
357,2197,6
358,898,10
358,1223,2
358,2009,10
359,125,3
359,514,3
359,1043,1
359,1073,6
359,1676,9
359,1931,5
359,2854,7
359,3147,2
360,297,7
360,1049,10
360,1087,4
361,640,10
361,845,2
361,2190,3
361,3155,3
361,3209,9
361,3543,5
361,3718,3
361,3978,7
362,1039,10
362,1139,4
362,2884,2
362,3307,10
362,3696,9
362,3830,10
363,1059,5
363,3557,2
363,3721,6
364,235,10
364,960,2
364,1919,10
364,2803,10
364,3416,4
364,3754,9
365,346,4
365,1513,10
365,1863,8
365,2673,1
365,3666,6
366,1441,8
366,1552,10
366,2294,2
367,52,2
367,1017,10
367,1099,10
367,3275,6
367,3455,3
367,3529,5
367,3604,9
368,294,7
368,1222,5
368,1338,1
368,2705,10
369,156,10
369,540,5
369,677,1
369,1266,2
369,1728,10
369,2516,8
369,2925,1
369,3006,4
369,3455,7
370,1334,6
370,1562,4
370,1791,1
370,1969,9
370,2516,8
370,3979,2
371,527,7
371,2564,9
371,2683,9
371,3208,9
371,3526,10
371,3809,3
372,533,7
372,1639,1
372,2054,10
372,2171,8
372,2967,3
372,3383,7
373,1459,8
373,1523,3
373,2156,3
373,3531,7
373,3548,3
373,3800,9
373,3939,1
374,329,10
374,522,4
374,1324,5
374,2010,1
374,2157,2
375,1129,1
375,1899,1
376,1235,6
376,2830,8
377,110,6
377,388,9
377,630,10
377,1065,9
377,1270,2
377,2274,5
377,2284,3
377,3450,2
377,3790,2
378,2240,9
378,3049,8
378,3310,5
378,3830,2
379,6,5
379,545,2
379,559,7
379,917,4
379,3641,9
380,2179,3
381,603,8
382,173,9
382,2041,6
382,3210,4
382,3537,3
383,1408,3
383,3807,4
384,91,10
384,1524,8
384,2166,5
384,3473,4
385,125,3
385,927,3
385,1847,4
385,1878,4
385,2267,2
385,2628,6
386,527,3
386,1187,8
386,2109,6
387,119,9
387,134,5
387,330,10
387,547,7
387,744,10
387,1341,6
387,1359,1
387,1677,9
387,3787,2
388,381,4
388,1800,6
388,2743,8
388,3236,3
388,3884,9
389,1767,3
389,3218,9
389,3324,4
390,3171,3
390,3654,6
391,201,4
391,776,6
391,938,7
391,1457,7
391,1696,3
391,2481,3
392,609,1
392,1140,1
392,1470,10
392,1761,3
392,2159,8
392,2612,9
392,2708,1
393,1451,9
394,267,7
394,592,10
394,1000,8
394,2194,2
394,2552,7
394,3034,8
395,2060,9
395,2265,7
395,3852,2
395,3944,2
396,167,1
396,611,3
396,2150,5
396,2764,6
396,2876,3
396,3683,10
397,198,7
397,1041,5
397,1640,10
397,1649,1
397,2206,3
397,2585,10
397,2605,4
397,2890,6
397,3472,10
397,3808,9
398,174,3
398,1081,1
398,1556,9
398,1577,6
398,1615,4
398,2308,7
398,2967,5
398,3456,1
399,148,2
399,179,1
399,1106,2
399,1442,5
399,1506,1
399,1580,2
399,2385,3
399,2419,8
399,3213,4
400,541,3
400,603,3
400,1555,2
400,1594,4
400,2147,5
400,2850,3
400,3847,5
401,800,10
401,808,2
401,3703,6
402,978,9
402,1982,3
402,2230,3
403,30,5
403,240,2
403,902,3
403,1608,6
403,3134,3
403,3650,5
404,1187,7
404,1712,10
404,2402,6
404,2693,7
405,783,9
405,908,4
405,2132,3
405,3151,9
405,3646,2
406,725,7
406,1803,7
407,1739,2
407,2156,2
407,2354,3
407,2930,6
407,3230,1
407,3645,8
408,180,4
408,289,8
408,548,1
408,1345,3
408,2145,6
408,2635,4
408,2688,7
408,3573,5
408,3789,10
409,803,9
409,1668,8
409,2266,5
410,291,9
410,507,1
410,1541,8
410,1589,8
410,2667,10
410,3880,4
411,546,6
411,1629,7
411,3769,9
412,238,3
412,313,7
412,1012,8
412,1309,1
412,3782,7
438,3
415,1186,9
415,2862,2
415,3023,3
415,3548,8
415,3865,4
416,216,6
416,1021,3
416,2170,3
416,3080,9
417,38,5
417,371,4
417,1427,8
417,2160,7
418,1503,9
418,2664,9
419,80,4
419,1087,3
419,1636,10
419,2306,7
419,2770,1
419,3345,9
419,3613,10
420,1711,5
420,2864,10
420,3364,3
420,3668,2
421,611,7
421,978,6
421,2201,8
421,3367,8
421,3887,4
422,1130,9
422,2251,1
422,3305,9
422,3375,1
423,58,5
